,Unnamed: 0,img_url,description
633,633,/us/en/images/products/farlov-sleeper-sofa-white__0567578_PE667131_S4.JPG,"Comfortable to sit in thanks to pocket springs that follow your body and a top layer of ball fiber – and comfortable to sleep on thanks to a thick foam mattress on the slatted bed base. The cover is easy to keep clean since it can be machine washed and is easy to take off and put on again. The sofa quickly and easily transforms into a bed for two. All you need to do is remove the back cushions and seat pad and pull the handle underneath ‒ the bed and mattress then fold out. You sleep well on the 4¾"" thick and comfortable foam mattress that has the same resilient qualities as a bed mattress and has a smooth sleeping surface without disturbing joints. The mattress is easy to keep clean since you can remove the mattress cover and machine wash it. 10year limited warrranty. Read about the terms in the limited warranty brochure."
35,35,/us/en/images/products/arkelstorp-sideboard-black__0625051_PE692077_S4.JPG,Solid wood is a durable natural material. Adjustable feet for stability on uneven floors.
2484,2484,/us/en/images/products/skogsta-wall-shelf__0365484_PE548256_S4.JPG,Solid wood is a durable natural material. The shelf becomes one with the wall thanks to the concealed mounting hardware.
3166,3166,/us/en/images/products/pax-wardrobe-white__0376904_PE554025_S4.JPG,"10year Limited Warranty. Read about the terms in the Limited Warranty brochure. You can easily adapt this readymade PAX/KOMPLEMENT combination to suit your needs and taste using the PAX planning tool. Hinges with integrated dampers catch the door and close it slowly, silently and softly If you want to organize inside you can complement with interior organizers from the KOMPLEMENT series. Adjustable feet make it possible to compensate for any irregularities in the floor. With the PAX Planner, you can easily complete your combination with integrated lighting. After choosing the light source, the planner will work out which accessories you need to complete the solution."
56,56,/us/en/images/products/askvoll-bed-frame-white__0637517_PE698357_S4.JPG,"Adjustable bed sides allow you to use mattresses of different thicknesses. The low height makes this bed frame a good choice under windows or sloped ceilings. The design works well with many different styles, from modern to traditional. There’s plenty of space under the bed for storage boxes – great for stowing extra quilts and sheets. You can easily vacuum under the bed frame to keep the space clean and dustfree."
3237,3237,/us/en/images/products/vallentuna-mod-sofa-seat-w-slpr-sections__0624203_PE691735_S4.JPG,"All modules in the VALLENTUNA series can be used freestanding or together to create a sofa combination in any size that suits you perfectly. VALLENTUNA retains its comfort for a long time with generous seating and pocket springs that follow your body. This combination includes 3 sleeper modules that are easy to transform into a beds and allows you to accommodate guests both day and night. This combination includes 1 seat module with storage that allows you to quickly clear away your things but still have them close at hand. HILLARED cover is woven from cotton and polyester – with viscose and linen added. The durable cover has a clear structure, yet soft and comfortable at the same time. MURUM fixed cover is made of polyester with a protective polyurethane surface that makes it both soft and firm, while the cover is very durable and easycare at the same time. The sofa is easy to keep clean since it has a cover consisting of both a removable fabric that can be machine washed and a fixed coated fabric that can be wiped clean with a damp cloth. 10year limited warrranty. Read about the terms in the limited warranty brochure."
2480,2480,/us/en/images/products/skanka-frying-pan__0323296_PE516422_S4.JPG,"Easy grip handle makes the pan easy to lift. The pan has extra thick walls and base, which distribute the heat evenly. Made from aluminum, which spreads heat evenly and energy efficiently, and makes it easier to regulate heat so the food does not burn and stick. Two handles make it easy to lift the pan. Treated with Teflon® Select, a hardwearing nonstick coating that allows cooking with little fat and makes cleaning easy. The pan's low weight makes it easy to handle when filled with food."
1644,1644,/us/en/images/products/lidhult-loveseat-brown__0619153_PE688953_S4.JPG,You sit comfortably thanks to the pocket springs that support the right places and follow the body exactly. The sofa feels extra soft and cozy to sit in thanks to the top layer of ball fiber. The high back and neck support increase comfort. The armrests with extra filling are designed to be comfortable for you to lean against or rest your head on when lying down. 10year limited warrranty. Read about the terms in the limited warranty brochure.
1785,1785,/us/en/images/products/mackapar-hat-and-coat-rack-white__0710702_PE727728_S4.JPG,The hooks can be moved around to accommodate what you hang up.
726,726,/us/en/images/products/fornyad-pencil-case-blue__0710986_PE727868_S4.JPG,"Made of canvas – a durable fabric material that’s ideal for a fastpaced weekday. Helps you keep your pens, rulers and other small things organized. Tab on zipper for easy opening and closing."
2377,2377,/us/en/images/products/sinnlig-scented-tealight-lilac__0637053_PE698162_S4.JPG,"Distinct scent of sweet blackberries with hints of mint. The candle has the same beautiful color and pleasant scent during its entire burn time, beacause it is colored and scented through."
3120,3120,/us/en/images/products/trofast-storage-combination-white__0092763_PE229477_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3019,3019,/us/en/images/products/tjena-storage-box-with-lid-white__0713108_PE729257_S4.JPG,"A good size for slightly larger things like clothes, media accessories and toys. Fits EKET cabinet, 13¾"" deep, and other storage furniture with shelves which are at least 12"" deep. Easy to pull out and lift as the box is sturdy and has cutout handles. Easy to assemble and easy to fold it up when you don’t need the box and want to save space."
1743,1743,/us/en/images/products/lixhult-storage-combination-white__0560497_PE662372_S4.JPG,"A colorful and complete combination where you can store both large and small items. Keep track of important papers, letters and newspapers by sorting them on the inside of the cabinet door."
123,123,/us/en/images/products/balungen-soap-dispenser__0711733_PE728418_S4.JPG,"Easy to fill with your favorite soap. Small, hidden plastic feet at the base keep the soap dispenser in place, while protecting your sink from scratches."
2600,2600,/us/en/images/products/solleron-seat-modular-sofa-outdoor-black__0666269_PE713491_S4.JPG,By combining different seating sections you can create a sofa in a shape and size that perfectly suits your outdoor space. Practical storage space under the seat. The color on the seat pad and back cushion stays fresh longer as the cover is fade resistant. The cushion cover is easy to keep clean since it can be removed and machine washed. You can have a personal touch to your sofa by adding one or more decorative cushions to your style and taste.
